,belongs_to_collection,genres,original_language,popularity,production_companies,runtime,spoken_languages,title,vote_average
1195,The Terminator Collection,"['Action', 'Thriller', 'Science Fiction']",en,19.293562,"['Orion Pictures', 'Pacific Western', 'Hemdale Film', 'Cinema 84', 'Euro Film Funding']",108.0,['English'],The Terminator,7.4
1207,The Jake Gittes Collection,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,12.29227,"['Paramount Pictures', 'Penthouse', 'Long Road Productions']",130.0,"['Español', '广州话 / 廣州話', 'English']",Chinatown,7.9
1216,Evil Dead Collection,"['Horror', 'Comedy', 'Fantasy']",en,13.520764,"['Renaissance Films', 'Rosebud Productions']",84.0,['English'],Evil Dead II,7.5
1225,Back to the Future Collection,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",en,25.778509,"['Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions']",116.0,['English'],Back to the Future,8.0
1230,Highlander Collection,"['Adventure', 'Action', 'Fantasy']",en,16.870392,"['Davis-Panzer Productions', 'Thorn EMI Screen Entertainment']",116.0,['English'],Highlander,6.8
1237,Fantasia Collection,"['Animation', 'Family', 'Music']",en,8.03796,['Walt Disney Pictures'],124.0,['English'],Fantasia,7.2
1244,Qatsi Collection,"['Documentary', 'Music']",en,8.802715,"['IRE Productions', 'Santa Fe Institute for Regional Education']",87.0,['English'],Koyaanisqatsi,7.7
1246,Indiana Jones Collection,"['Adventure', 'Action']",en,14.788987,"['Lucasfilm', 'Paramount Pictures']",127.0,"['Deutsch', 'ελληνικά', 'English']",Indiana Jones and the Last Crusade,7.6
1273,Alien Collection,"['Science Fiction', 'Action', 'Horror']",en,17.126768,"['Twentieth Century Fox Film Corporation', 'Brandywine Productions']",114.0,['English'],Alien³,6.2
1275,The Amityville Horror Collection,['Horror'],en,2.418256,"['Steve White Productions', 'VPS Studios']",91.0,"['English', 'Português']",Amityville: It's About Time,4.1
1276,The Amityville Horror Collection,"['Horror', 'Thriller']",en,7.893775,['De Laurentiis Entertainment Group (DEG)'],105.0,['English'],Amityville 3-D,4.0
1277,The Amityville Horror Collection,['Horror'],en,2.357522,"['Zeta Entertainment', 'Promark Entertainment Group', 'Spectacor Films']",93.0,['English'],Amityville: Dollhouse,3.5
1278,The Amityville Horror Collection,['Horror'],en,6.401828,['A. Ninety-Three Productions'],90.0,['English'],Amityville: A New Generation,2.8
1279,The Amityville Horror Collection,['Horror'],en,12.10181,"['Dino De Laurentiis Company', 'Media Transactions']",104.0,['English'],Amityville II: The Possession,5.9
1280,The Amityville Horror Collection,"['Drama', 'Horror', 'Thriller']",en,14.00318,['American International Pictures (AIP)'],117.0,['English'],The Amityville Horror,6.2
1281,The Amityville Horror Collection,['Horror'],en,2.416489,"['Allegro Films', 'CFCF-TV']",91.0,"['English', 'Italiano']",The Amityville Curse,2.7
1287,The Blob Collection,"['Horror', 'Science Fiction']",en,7.079055,"['Paramount Pictures', 'Tonylyn Productions']",86.0,['English'],The Blob,6.2
1292,Frankenstein (Universal Series),"['Horror', 'Science Fiction']",en,7.000417,['Universal Pictures'],75.0,['English'],Bride of Frankenstein,7.4
1294,Candyman Collection,"['Drama', 'Horror', 'Thriller']",en,12.721362,"['Propaganda Films', 'TriStar Pictures', 'PolyGram Filmed Entertainment']",99.0,['English'],Candyman,6.2
1297,Carrie Collection,"['Horror', 'Thriller']",en,9.277692,['United Artists'],98.0,['English'],Carrie,7.0
1299,A Nightmare on Elm Street Collection,['Horror'],en,13.694713,"['New Line Cinema', 'Smart Egg Pictures']",91.0,['English'],A Nightmare on Elm Street,7.2
1302,The Omen Collection,"['Horror', 'Thriller']",en,16.641277,"['Twentieth Century Fox Film Corporation', 'Mace Neufeld Productions']",111.0,"['English', 'Italiano', 'Latin']",The Omen,7.2
1306,Heart of Gold Collection,"['Drama', 'Romance']",da,8.558688,"['Trust Film', 'Danish Film Institute']",159.0,['English'],Breaking the Waves,7.2
1308,Star Trek: The Next Generation Collection,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",en,8.808497,"['Paramount Pictures', 'Digital Image Associates']",111.0,['English'],Star Trek: First Contact,7.0
1311,Jingle All the Way Collection,"['Family', 'Comedy']",en,7.898202,"['Twentieth Century Fox Film Corporation', '1492 Pictures']",89.0,['English'],Jingle All the Way,5.5
1318,101 Dalmatians (Live-Action) Collection,"['Comedy', 'Family']",en,11.470748,"['Walt Disney Pictures', 'Great Oaks Entertainment']",103.0,['English'],101 Dalmatians,5.6
1321,Die Hard Collection,"['Action', 'Thriller']",en,18.785984,"['Twentieth Century Fox Film Corporation', 'Gordon Company', 'Silver Pictures']",124.0,"['English', 'Español']",Die Hard 2,6.6
1322,Star Trek: The Original Series Collection,"['Science Fiction', 'Adventure', 'Mystery']",en,8.277765,['Paramount Pictures'],132.0,['English'],Star Trek: The Motion Picture,6.2
1323,Star Trek: The Original Series Collection,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",en,5.90057,['Paramount Pictures'],113.0,['English'],Star Trek VI: The Undiscovered Country,6.7
1324,Star Trek: The Original Series Collection,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",en,12.308007,['Paramount Pictures'],107.0,['English'],Star Trek V: The Final Frontier,5.6
1325,Star Trek: The Original Series Collection,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",en,7.160236,['Paramount Pictures'],113.0,['English'],Star Trek II: The Wrath of Khan,7.3
1326,Star Trek: The Original Series Collection,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",en,6.197298,['Paramount Pictures'],105.0,"['English', 'Pусский']",Star Trek III: The Search for Spock,6.4
1327,Star Trek: The Original Series Collection,"['Science Fiction', 'Adventure']",en,12.596956,['Paramount Pictures'],119.0,"['English', 'suomi']",Star Trek IV: The Voyage Home,6.9
1328,Batman Collection,"['Action', 'Fantasy']",en,15.001681,"['PolyGram Filmed Entertainment', 'Warner Bros.']",126.0,['English'],Batman Returns,6.6
1329,Young Guns Collection,"['Crime', 'Action', 'Adventure', 'Drama', 'Western']",en,9.905174,"['Twentieth Century Fox Film Corporation', 'Morgan Creek Productions']",107.0,['English'],Young Guns,6.6
1330,Young Guns Collection,"['Western', 'Adventure']",en,11.977636,['Morgan Creek Productions'],132.0,['English'],Young Guns II,6.3
1331,Grease Collection,['Romance'],en,7.854899,"['Paramount Pictures', 'Robert Stigwood Organization (RSO)']",110.0,['English'],Grease,7.2
1332,Grease Collection,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",en,14.202364,['Paramount Pictures'],115.0,['English'],Grease 2,4.9
1336,Under Siege Collection,"['Action', 'Thriller']",en,9.918269,"['Regency Enterprises', 'Alcor Films', 'Canal+', 'Warner Bros.']",103.0,['English'],Under Siege,6.1
1338,The Jaws Collection,"['Horror', 'Thriller', 'Adventure']",en,19.726114,"['Universal Pictures', 'Zanuck/Brown Productions']",124.0,['English'],Jaws,7.5
1339,The Jaws Collection,"['Horror', 'Thriller']",en,11.21306,['Universal Pictures'],116.0,['English'],Jaws 2,5.9
1340,The Jaws Collection,"['Thriller', 'Horror']",en,16.603041,"['Universal Pictures', 'Alan Landsburg Productions', 'MCA  Theatricals']",99.0,['English'],Jaws 3-D,4.2
1356,Scream Collection,"['Crime', 'Horror', 'Mystery']",en,13.326443,"['Woods Entertainment', 'Dimension Films']",111.0,['English'],Scream,7.0
1374,Turbulence Collection,"['Action', 'Thriller', 'Crime']",en,5.304043,"['Metro-Goldwyn-Mayer (MGM)', 'Rysher Entertainment']",100.0,['English'],Turbulence,5.2
1376,Police Story Collection,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Thriller']",cn,9.206356,['Golden Harvest Company'],107.0,"['English', 'Pусский', 'Український', '普通话', '广州话 / 廣州話']",First Strike,6.5
1390,McHale's Navy Collection,"['Action', 'Comedy', 'Romance']",en,2.705804,"['Universal Pictures', 'The Bubble Factory', 'Sheinberg Productions']",108.0,['English'],McHale's Navy,4.4
1404,National Lampoon's Vacation Collection,['Comedy'],en,9.304901,"['Jerry Weintraub Productions', 'Warner Bros.']",93.0,['English'],Vegas Vacation,6.0
1420,The Saint Collection,"['Thriller', 'Action', 'Romance', 'Science Fiction', 'Adventure']",en,10.97633,"['Paramount Pictures', 'Mace Neufeld Productions', 'Rysher Entertainment']",116.0,"['English', 'Pусский']",The Saint,5.9
1422,Barrytown Trilogy,"['Comedy', 'Drama']",en,1.13412,['Fox Searchlight Pictures'],100.0,['English'],The Van,5.9
1432,Power Rangers Collection,"['Action', 'Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller']",en,5.436745,"['Twentieth Century Fox Film Corporation', 'Saban Entertainment', 'Toei Company']",99.0,['English'],Turbo: A Power Rangers Movie,4.6
1436,Anaconda Collection,"['Adventure', 'Horror', 'Thriller']",en,14.386089,"['Columbia Pictures Corporation', 'Middle Fork Productions', 'Iguana Producciones', 'Skylight Cinema Foto Art', 'St. Tropez Films', 'Cinema Line Film Corporation']",89.0,['English'],Anaconda,4.8
1451,Austin Powers Collection,"['Science Fiction', 'Comedy', 'Crime']",en,11.749159,"['New Line Cinema', 'Capella International', ""Eric's Boy""]",94.0,['English'],Austin Powers: International Man of Mystery,6.5
1458,Warriors of Virtue Collection,"['Fantasy', 'Family', 'Action']",en,0.719444,"['China Film Co-Production Corporation', 'Metro-Goldwyn-Mayer (MGM)', 'Law Brothers Entertainment', 'IJL Creations']",103.0,"['English', '普通话']",Warriors of Virtue,4.7
1462,Teenage Apocalypse Trilogy,"['Science Fiction', 'Drama', 'Comedy']",en,3.324489,"['Desperate Pictures', 'UGC Images']",82.0,['English'],Nowhere,6.3
1474,Jurassic Park Collection,"['Adventure', 'Action', 'Science Fiction']",en,0.788123,"['Universal Pictures', 'Amblin Entertainment']",129.0,['English'],The Lost World: Jurassic Park,6.2
1477,Shiloh Collection,"['Drama', 'Family']",en,2.89449,"['Bruin Grip Services', 'Good Dog Productions LLC', 'Utopia Pictures', 'Zeta Entertainment']",93.0,['English'],Shiloh,5.7
1486,Speed Collection,"['Action', 'Adventure', 'Thriller']",en,11.268531,"['Twentieth Century Fox Film Corporation', 'Blue Tulip Productions']",121.0,"['English', 'Português']",Speed 2: Cruise Control,4.1
1491,Batman Collection,"['Action', 'Crime', 'Fantasy']",en,17.038824,"['PolyGram Filmed Entertainment', 'Warner Bros.']",125.0,['English'],Batman & Robin,4.2
1508,Men In Black Collection,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",en,15.781024,"['Amblin Entertainment', 'Columbia Pictures Corporation', 'Parkes+MacDonald Image Nation']",98.0,"['English', 'Español']",Men in Black,6.9
1515,Conan the Barbarian Collection,"['Adventure', 'Fantasy', 'Action']",en,10.52008,"['Universal Pictures', 'Dino De Laurentiis Company']",129.0,['English'],Conan the Barbarian,6.6
1516,George of the Jungle Collection,"['Adventure', 'Comedy', 'Family', 'Romance']",en,9.559685,"['Walt Disney Pictures', 'Mandeville Films']",92.0,"['English', 'Español']",George of the Jungle,5.4
1520,Air Bud Collection,"['Comedy', 'Family', 'Drama']",en,9.407128,['Walt Disney Pictures'],98.0,['English'],Air Bud,5.3
1523,Free Willy Collection,['Adventure'],en,6.107833,"['Regency Enterprises', 'Donner/Shuler-Donner Productions', 'Warner Bros.']",86.0,"['Český', 'English']",Free Willy 3: The Rescue,5.6
1531,Mimic Collection,"['Fantasy', 'Horror', 'Thriller']",en,9.128905,"['Miramax Films', 'Dimension Films']",105.0,"['English', 'Italiano']",Mimic,5.7
1537,The Jack Ryan Collection,"['Action', 'Adventure', 'Thriller']",en,15.91126,"['Paramount Pictures', 'Nina Saxon Film Design', 'Mace Neufeld Productions']",134.0,"['English', 'Pусский']",The Hunt for Red October,7.2
1546,Alex Cross Collection,"['Drama', 'Mystery', 'Thriller', 'Crime']",en,12.235391,"['Paramount Pictures', 'Rysher Entertainment']",115.0,"['English', '普通话']",Kiss the Girls,6.2
1549,Wishmaster Collection,['Horror'],en,5.215107,"['Live Entertainment', 'Image Organization', 'Pierre David']",90.0,['English'],Wishmaster,5.6
1566,I Know What You Did Last Summer Collection,"['Horror', 'Thriller', 'Mystery']",en,7.417157,"['Columbia Pictures Corporation', 'Mandalay Entertainment', 'Summer Knowledge LLC']",100.0,['English'],I Know What You Did Last Summer,5.6
1587,Mr. Bean Collection,['Comedy'],en,12.799853,"['Tiger Aspect Productions', 'PolyGram Filmed Entertainment', 'Working Title Films']",85.0,['English'],Bean,6.3
1598,Starship Troopers Collection,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",en,14.412644,"['TriStar Pictures', 'Touchstone Pictures', 'Big Bug Pictures']",129.0,['English'],Starship Troopers,6.7
1603,Mortal Kombat Collection,"['Action', 'Fantasy', 'Science Fiction']",en,6.532498,"['New Line Cinema', 'Threshold Entertainment']",95.0,['English'],Mortal Kombat: Annihilation,3.8
1612,Alien Collection,"['Science Fiction', 'Horror', 'Action']",en,15.57784,"['Twentieth Century Fox Film Corporation', 'Brandywine Productions']",109.0,['English'],Alien: Resurrection,5.9
1619,Les Boys,['Comedy'],fr,0.530702,"['Telefilm Canada', 'Melenny Productions', 'Super Écran', 'Gouvernement Canadien', ""Fonds de télévision et de câblodistribution pour la production d'émissions canadiennes"", 'Gouvernement du Québec']",107.0,['Français'],The Boys,5.4
1627,Home Alone Collection,"['Comedy', 'Family']",en,8.04209,"['Twentieth Century Fox Film Corporation', 'Hughes Entertainment']",102.0,"['Polski', 'English']",Home Alone 3,5.1
1635,Scream Collection,"['Horror', 'Mystery']",en,11.264845,"['Miramax Films', 'Konrad Pictures', 'Maven Entertainment', 'Dimension Films']",120.0,['English'],Scream 2,6.1
1640,James Bond Collection,"['Adventure', 'Action', 'Thriller']",en,17.159576,['Eon Productions'],119.0,"['Deutsch', 'English', 'Dansk', '普通话', '广州话 / 廣州話']",Tomorrow Never Dies,6.0
1644,The Postman Collection,"['Drama', 'Adventure']",en,6.537407,"['Tig Productions', 'Warner Bros.']",177.0,"['English', 'Français']",The Postman,6.1
1654,3 Ninjas Collection,"['Action', 'Comedy', 'Family']",en,3.014082,"['TriStar Pictures', 'Leeds/Ben-Ami Productions', 'Sheen Productions']",93.0,"['English', 'Français', 'Deutsch']",3 Ninjas: High Noon at Mega Mountain,3.9
1680,The Blues Brothers Collection,"['Music', 'Action', 'Comedy', 'Crime']",en,13.162168,['Universal Pictures'],123.0,"['Pусский', 'English']",Blues Brothers 2000,5.2
1694,The Fugitive / U.S. Marshals Collection,"['Thriller', 'Crime', 'Action']",en,8.462364,"['Kopelson Entertainment', 'Warner Bros.']",131.0,['English'],U.S. Marshals,6.2
1704,Wild Things Collection,['Thriller'],en,13.924623,['Mandalay Entertainment'],108.0,['English'],Wild Things,6.3
1721,Barney Collection,['Family'],en,1.197711,"['PolyGram Filmed Entertainment', 'Lyrick Studios']",76.0,['English'],Barney's Great Adventure,2.9
1730,The Odd Couple Collection,"['Adventure', 'Comedy']",en,2.196028,['Paramount Pictures'],97.0,"['Español', 'English']",The Odd Couple II,6.1
1754,Species Collection,"['Science Fiction', 'Action', 'Horror']",en,13.495247,['Metro-Goldwyn-Mayer (MGM)'],93.0,['English'],Species II,4.5
1755,Major League Collection,['Comedy'],en,8.207548,"['Warner Bros.', 'Morgan Creek Productions']",107.0,"['English', 'Italiano']",Major League: Back to the Minors,4.3
1795,Henry Fool Collection,"['Comedy', 'Drama']",en,1.786768,"['Shooting Gallery', 'True Fiction Pictures']",137.0,['English'],Henry Fool,6.9
1798,Mulan Collection,"['Animation', 'Family', 'Adventure']",en,21.180857,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",88.0,"['English', '普通话']",Mulan,7.6
1800,The X-Files Collection,"['Mystery', 'Science Fiction', 'Thriller']",en,12.311615,"['Twentieth Century Fox Film Corporation', 'Ten Thirteen Productions']",121.0,['English'],The X Files,6.6
1802,Dr. Dolittle Collection,"['Comedy', 'Family', 'Fantasy']",en,9.439079,"['Twentieth Century Fox Film Corporation', 'Joseph M. Singer Entertainment', 'Davis Entertainment']",85.0,['English'],Doctor Dolittle,5.4
1809,Lethal Weapon Collection,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",en,14.470551,"['Silver Pictures', 'Donner/Shuler-Donner Productions', 'Warner Bros.']",127.0,"['English', '广州话 / 廣州話', '普通话']",Lethal Weapon 4,6.3
1844,French Connection Collection,"['Action', 'Crime', 'Thriller']",en,6.694959,"['Twentieth Century Fox Film Corporation', ""D'Antoni Productions"", 'Schine-Moore Productions']",104.0,"['English', 'Français']",The French Connection,7.4
1845,Rocky Collection,['Drama'],en,14.774066,['United Artists'],119.0,['English'],Rocky,7.5
1860,A Nightmare on Elm Street Collection,['Horror'],en,8.668146,"['New Line Cinema', 'Smart Egg Pictures']",87.0,['English'],A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7
1861,A Nightmare on Elm Street Collection,"['Horror', 'Thriller']",en,10.035081,"['New Line Cinema', 'Smart Egg Pictures']",96.0,['English'],A Nightmare on Elm Street 3: Dream Warriors,6.5
1862,A Nightmare on Elm Street Collection,"['Horror', 'Thriller']",en,8.120317,['New Line Cinema'],99.0,['English'],A Nightmare on Elm Street 4: The Dream Master,5.8
1863,A Nightmare on Elm Street Collection,"['Horror', 'Thriller']",en,7.534739,['New Line Cinema'],89.0,['English'],A Nightmare on Elm Street 5: The Dream Child,5.5
1864,A Nightmare on Elm Street Collection,"['Horror', 'Thriller', 'Comedy']",en,11.560358,['New Line Cinema'],89.0,['English'],Freddy's Dead: The Final Nightmare,5.1
1865,Friday the 13th Collection,['Horror'],en,12.146747,"['Paramount Pictures', 'Georgetown Productions Inc.', 'Sean S. Cunningham Films']",95.0,['English'],Friday the 13th,6.4
1866,Friday the 13th Collection,"['Horror', 'Thriller']",en,8.710824,"['Paramount Pictures', 'Georgetown Productions, Inc.']",87.0,['English'],Friday the 13th Part 2,6.0
1867,Friday the 13th Collection,"['Horror', 'Thriller']",en,7.99229,"['Paramount Pictures', 'Jason Productions']",95.0,['English'],Friday the 13th Part III,5.7
